image,true_class,predicted_class,confidence,iou,error_type
China_MotorBike_000542,D20,D20,0.669549,0.6854,TP
China_MotorBike_000542,D40,D40,0.677452,0.678,TP
China_MotorBike_000542,D10,D10,0.263039,0.6386,TP
China_MotorBike_000542,None,D10,0.428789,,FP
China_MotorBike_000542,None,D10,0.277239,,FP
China_MotorBike_000547,D20,D20,0.785899,0.9317,TP
China_MotorBike_000548,D00,D00,0.762933,0.9652,TP
China_MotorBike_000554,D00,D00,0.705367,0.8266,TP
China_MotorBike_000554,D00,None,,,FN
China_MotorBike_000587,D00,D00,0.677765,0.8723,TP
China_MotorBike_000587,D00,D00,0.450679,0.7005,TP
China_MotorBike_000587,D00,D00,0.715755,0.6448,TP
China_MotorBike_000587,None,D00,0.585383,,FP
China_MotorBike_000595,D00,D00,0.637528,0.7333,TP
China_MotorBike_000595,D00,None,,,FN
China_MotorBike_000604,D20,D20,0.833842,0.786,TP
China_MotorBike_000604,D00,D00,0.35529,0.5594,TP
China_MotorBike_000604,D00,None,,,FN
China_MotorBike_000604,None,D00,0.624626,,FP
China_MotorBike_000604,None,D00,0.275195,,FP
China_MotorBike_000613,D00,D00,0.795996,0.9034,TP
China_MotorBike_000613,D00,D00,0.872403,0.8748,TP
China_MotorBike_000613,D00,D00,0.661182,0.7995,TP
China_MotorBike_000613,D00,None,,,FN
China_MotorBike_000613,None,D00,0.728619,,FP
China_MotorBike_000620,D20,D20,0.827072,0.9812,TP
China_MotorBike_000623,D00,D00,0.615682,0.6995,TP
China_MotorBike_000635,D00,D00,0.710979,0.8115,TP
China_MotorBike_000641,D20,D20,0.838879,0.9353,TP
China_MotorBike_000641,D10,D10,0.631367,0.8605,TP
China_MotorBike_000641,D00,D00,0.318636,0.5211,TP
China_MotorBike_000648,D20,D20,0.806508,0.8695,TP
China_MotorBike_000648,D20,D20,0.699673,0.8034,TP
China_MotorBike_000648,D00,D00,0.281426,0.7164,TP
China_MotorBike_000648,D40,D40,0.67467,0.7118,TP
China_MotorBike_000652,D10,D10,0.31253,0.9333,TP
China_MotorBike_000652,D10,D10,0.361762,0.9245,TP
China_MotorBike_000652,D00,D00,0.62084,0.7971,TP
China_MotorBike_000652,D00,D00,0.308924,0.6183,TP
China_MotorBike_000652,None,D00,0.341265,,FP
China_MotorBike_000661,D00,D00,0.829677,0.8506,TP
China_MotorBike_000661,D00,D00,0.303313,0.8243,TP
China_MotorBike_000661,None,D00,0.594659,,FP
China_MotorBike_000673,D00,D00,0.725768,0.703,TP
China_MotorBike_000673,None,D00,0.299489,,FP
China_MotorBike_000678,D10,D10,0.658257,0.8383,TP
China_MotorBike_000678,D10,D10,0.679918,0.8201,TP
China_MotorBike_000678,D10,D10,0.332581,0.6988,TP
China_MotorBike_000678,D10,None,,,FN
China_MotorBike_000680,D20,D20,0.608656,0.9507,TP
China_MotorBike_000680,None,D20,0.395673,,FP
China_MotorBike_000712,D00,D00,0.750169,0.5656,TP
China_MotorBike_000719,D00,D00,0.696209,0.8302,TP
China_MotorBike_000719,D10,D10,0.581287,0.7853,TP
China_MotorBike_000738,D20,D20,0.758808,0.8549,TP
China_MotorBike_000738,D00,D00,0.450702,0.8416,TP
China_MotorBike_000742,D00,D00,0.678291,0.87,TP
China_MotorBike_000755,D20,D20,0.913159,0.9608,TP
China_MotorBike_000755,D20,D20,0.871945,0.8992,TP
China_MotorBike_000755,D00,D00,0.522769,0.7514,TP
China_MotorBike_000755,D40,D40,0.684596,0.6488,TP
China_MotorBike_000763,D00,D00,0.606515,0.7907,TP
China_MotorBike_000799,D00,D00,0.790647,0.5968,TP
China_MotorBike_000800,D10,D10,0.650451,0.9718,TP
China_MotorBike_000800,D00,D00,0.661673,0.7318,TP
China_MotorBike_000800,None,D00,0.41161,,FP
China_MotorBike_000800,None,D00,0.317781,,FP
China_MotorBike_000801,D10,D10,0.393717,0.9635,TP
China_MotorBike_000801,D40,D40,0.754219,0.8889,TP
China_MotorBike_000801,D10,D10,0.639797,0.8669,TP
China_MotorBike_000801,D00,D00,0.634036,0.8226,TP
China_MotorBike_000801,D10,D10,0.411768,0.8017,TP
China_MotorBike_000801,D20,D20,0.822766,0.797,TP
China_MotorBike_000801,D40,D40,0.705469,0.7881,TP
China_MotorBike_000801,D00,D00,0.39104,0.7724,TP
China_MotorBike_000801,D10,D10,0.570987,0.7499,TP
China_MotorBike_000801,D40,D40,0.441413,0.7409,TP
China_MotorBike_000801,D10,D10,0.34233,0.6662,TP
China_MotorBike_000801,D00,None,,,FN
China_MotorBike_000801,None,D00,0.728685,,FP
China_MotorBike_000801,None,D40,0.659514,,FP
China_MotorBike_000801,None,D00,0.41187,,FP
China_MotorBike_000801,None,D00,0.334648,,FP
China_MotorBike_000801,None,D00,0.287132,,FP
China_MotorBike_000801,None,D00,0.283569,,FP
China_MotorBike_000801,None,D00,0.269654,,FP
China_MotorBike_000823,D00,D00,0.819747,0.9441,TP
China_MotorBike_000823,D00,D00,0.758665,0.8875,TP
China_MotorBike_000823,D00,D00,0.730989,0.8604,TP
China_MotorBike_000828,D00,D00,0.7166,0.8277,TP
China_MotorBike_000828,D00,None,,,FN
China_MotorBike_000828,D00,None,,,FN
China_MotorBike_000828,D00,None,,,FN
China_MotorBike_000828,None,D00,0.688275,,FP
China_MotorBike_000828,None,D00,0.576137,,FP
China_MotorBike_000834,D20,D20,0.804388,0.9511,TP
China_MotorBike_000834,D20,D20,0.898471,0.9439,TP
China_MotorBike_000834,D00,D00,0.606706,0.6628,TP
China_MotorBike_000834,D10,D10,0.659183,0.6262,TP
China_MotorBike_000855,D00,D00,0.591126,0.8104,TP
China_MotorBike_000855,D10,D10,0.380702,0.801,TP
China_MotorBike_000855,D10,D10,0.391488,0.6362,TP
China_MotorBike_000855,None,D10,0.46617,,FP
China_MotorBike_000855,None,D00,0.278384,,FP
China_MotorBike_000855,None,D10,0.275544,,FP
China_MotorBike_000860,D10,D10,0.687171,0.8982,TP
China_MotorBike_000871,D00,D00,0.69973,0.9279,TP
China_MotorBike_000873,D20,D20,0.727599,0.8959,TP
China_MotorBike_000873,D10,D10,0.642998,0.7382,TP
China_MotorBike_000873,D20,D20,0.401997,0.5363,TP
China_MotorBike_000873,None,D00,0.282697,,FP
China_MotorBike_000873,None,D20,0.278241,,FP
China_MotorBike_000877,D00,D00,0.377848,0.942,TP
China_MotorBike_000877,D00,D00,0.763148,0.9193,TP
China_MotorBike_000877,None,D00,0.647829,,FP
China_MotorBike_000877,None,D00,0.378138,,FP
China_MotorBike_000903,D00,D00,0.669383,0.7202,TP
China_MotorBike_000908,D10,D10,0.59422,0.8262,TP
China_MotorBike_000908,D10,D10,0.394409,0.7303,TP
China_MotorBike_000908,D10,None,,,FN
China_MotorBike_000908,None,D10,0.415188,,FP
China_MotorBike_000914,D20,D20,0.46608,0.9593,TP
China_MotorBike_000914,D00,None,,,FN
China_MotorBike_000914,D20,None,,,FN
China_MotorBike_000914,None,D00,0.741868,,FP
China_MotorBike_000914,None,D20,0.370806,,FP
China_MotorBike_000914,None,D20,0.340016,,FP
China_MotorBike_000936,D20,D20,0.863668,0.952,TP
China_MotorBike_000936,D00,D00,0.464832,0.7611,TP
China_MotorBike_000936,D20,None,,,FN
China_MotorBike_000958,D00,D00,0.831284,0.883,TP
China_MotorBike_000958,D10,D10,0.530569,0.8458,TP
China_MotorBike_000958,D10,D00,0.348721,0.6979,Misclassification
China_MotorBike_000958,D00,D00,0.566557,0.6782,TP
China_MotorBike_000958,D10,D00,0.487836,0.5793,Misclassification
China_MotorBike_000958,D00,None,,,FN
China_MotorBike_000958,D20,None,,,FN
China_MotorBike_000958,None,D00,0.388713,,FP
China_MotorBike_000958,None,D00,0.339266,,FP
China_MotorBike_000958,None,D00,0.335785,,FP
China_MotorBike_000959,D00,D00,0.526621,0.8902,TP
China_MotorBike_000959,D20,D20,0.591293,0.7598,TP
China_MotorBike_001002,D40,D40,0.769544,0.8369,TP
China_MotorBike_001002,D40,D40,0.532359,0.8355,TP
China_MotorBike_001020,D00,D00,0.840348,0.9177,TP
China_MotorBike_001020,D10,D10,0.442321,0.8668,TP
China_MotorBike_001020,D00,D00,0.498924,0.7638,TP
China_MotorBike_001020,D00,D00,0.357965,0.7637,TP
China_MotorBike_001020,D00,D00,0.260681,0.7343,TP
China_MotorBike_001020,None,D00,0.399805,,FP
China_MotorBike_001020,None,D00,0.391308,,FP
China_MotorBike_001020,None,D00,0.388508,,FP
China_MotorBike_001020,None,D00,0.348258,,FP
China_MotorBike_001020,None,D00,0.295586,,FP
China_MotorBike_001034,D00,D00,0.691936,0.9654,TP
China_MotorBike_001034,D00,D00,0.774822,0.8927,TP
China_MotorBike_001034,D00,None,,,FN
China_MotorBike_001034,D00,None,,,FN
China_MotorBike_001045,D00,D00,0.642763,0.7947,TP
China_MotorBike_001045,D10,D10,0.516059,0.7934,TP
China_MotorBike_001045,None,D10,0.266204,,FP
China_MotorBike_001060,D00,D00,0.686987,0.8899,TP
China_MotorBike_001071,D00,D00,0.632008,0.7647,TP
China_MotorBike_001071,D00,D00,0.567809,0.6957,TP
China_MotorBike_001075,D20,D20,0.84685,0.9304,TP
China_MotorBike_001075,D00,D00,0.454009,0.6918,TP
China_MotorBike_001075,D20,None,,,FN
China_MotorBike_001088,D00,D00,0.694415,0.8827,TP
China_MotorBike_001091,D00,D00,0.739199,0.7373,TP
China_MotorBike_001091,D10,D10,0.427137,0.5197,TP
China_MotorBike_001091,None,D00,0.286115,,FP
China_MotorBike_001112,D20,D20,0.747096,0.9087,TP
China_MotorBike_001114,D00,D00,0.771708,0.8595,TP
China_MotorBike_001114,D10,D10,0.623265,0.8176,TP
China_MotorBike_001114,D00,D00,0.675826,0.5698,TP
China_MotorBike_001140,D00,D00,0.746594,0.9029,TP
China_MotorBike_001140,D00,D00,0.702314,0.709,TP
China_MotorBike_001140,D10,D10,0.517664,0.665,TP
China_MotorBike_001142,D10,D10,0.756604,0.8752,TP
China_MotorBike_001142,D00,D00,0.822985,0.8586,TP
China_MotorBike_001142,D00,D00,0.784833,0.8498,TP
China_MotorBike_001146,D20,D20,0.825207,0.8896,TP
China_MotorBike_001146,None,D10,0.316391,,FP
China_MotorBike_001168,D10,D10,0.588044,0.9587,TP
China_MotorBike_001169,D00,D00,0.808808,0.8887,TP
China_MotorBike_001169,D00,D00,0.870393,0.8756,TP
China_MotorBike_001169,D00,D00,0.495579,0.5724,TP
China_MotorBike_001169,D00,D00,0.752656,0.5099,TP
China_MotorBike_001170,D00,D00,0.83474,0.9109,TP
China_MotorBike_001170,D00,D00,0.567336,0.7901,TP
China_MotorBike_001170,D00,D00,0.635726,0.7521,TP
China_MotorBike_001170,D00,D00,0.785769,0.6049,TP
China_MotorBike_001170,D00,D00,0.557091,0.5684,TP
China_MotorBike_001177,D00,D00,0.670852,0.8955,TP
China_MotorBike_001191,D00,D00,0.742495,0.9225,TP
China_MotorBike_001191,D10,D10,0.42104,0.7945,TP
China_MotorBike_001191,D00,D00,0.608119,0.7898,TP
China_MotorBike_001191,D10,D10,0.58371,0.7402,TP
China_MotorBike_001191,None,D10,0.307274,,FP
China_MotorBike_001192,D00,D00,0.632882,0.9035,TP
China_MotorBike_001192,D00,D00,0.588405,0.8908,TP
China_MotorBike_001196,D00,D00,0.627383,0.8621,TP
China_MotorBike_001196,D00,D00,0.68508,0.8089,TP
China_MotorBike_001196,D00,D00,0.708753,0.7238,TP
China_MotorBike_001196,D40,None,,,FN
China_MotorBike_001215,D20,D20,0.823412,0.9633,TP
China_MotorBike_001215,D10,D10,0.39701,0.8136,TP
China_MotorBike_001245,D00,D00,0.79547,0.8521,TP
China_MotorBike_001245,D20,D20,0.747094,0.7669,TP
China_MotorBike_001249,D00,D00,0.772135,0.8505,TP
China_MotorBike_001249,D00,D00,0.824966,0.66,TP
China_MotorBike_001263,D10,D10,0.584695,0.9508,TP
China_MotorBike_001263,D10,None,,,FN
China_MotorBike_001263,None,D10,0.367616,,FP
China_MotorBike_001272,D20,D20,0.885529,0.983,TP
China_MotorBike_001272,D20,D20,0.770588,0.8207,TP
China_MotorBike_001273,D10,D10,0.687524,0.8752,TP
China_MotorBike_001289,D10,D10,0.614804,0.8047,TP
China_MotorBike_001293,D40,D40,0.850598,0.9713,TP
China_MotorBike_001298,D10,D10,0.586822,0.8597,TP
China_MotorBike_001298,D00,D00,0.760097,0.7698,TP
China_MotorBike_001298,D10,D10,0.439494,0.6757,TP
China_MotorBike_001317,D10,D10,0.528337,0.9123,TP
China_MotorBike_001317,D00,D00,0.828643,0.8519,TP
China_MotorBike_001317,D10,D10,0.530502,0.851,TP
China_MotorBike_001317,D00,D00,0.841236,0.8407,TP
China_MotorBike_001317,D00,D00,0.6663,0.7491,TP
China_MotorBike_001317,D00,D00,0.590415,0.7031,TP
China_MotorBike_001317,None,D00,0.588,,FP
China_MotorBike_001317,None,D00,0.32963,,FP
China_MotorBike_001320,D00,D00,0.794736,0.9197,TP
China_MotorBike_001342,D00,D00,0.752367,0.8716,TP
China_MotorBike_001342,D00,D00,0.26698,0.7676,TP
China_MotorBike_001342,D00,D00,0.601608,0.7236,TP
China_MotorBike_001342,D00,None,,,FN
China_MotorBike_001342,None,D00,0.431867,,FP
China_MotorBike_001342,None,D00,0.295923,,FP
China_MotorBike_001352,D00,D00,0.867922,0.9656,TP
China_MotorBike_001352,D20,D20,0.855197,0.9575,TP
China_MotorBike_001352,D20,D20,0.787406,0.8347,TP
China_MotorBike_001359,D20,D20,0.61227,0.6666,TP
China_MotorBike_001359,D00,None,,,FN
China_MotorBike_001366,D00,D00,0.818882,0.8624,TP
China_MotorBike_001366,D10,D10,0.678282,0.8028,TP
China_MotorBike_001366,D00,None,,,FN
China_MotorBike_001366,D00,None,,,FN
China_MotorBike_001366,None,D10,0.486468,,FP
China_MotorBike_001369,D10,D10,0.674771,0.8889,TP
China_MotorBike_001369,D00,D00,0.721127,0.8866,TP
China_MotorBike_001369,D00,D00,0.785689,0.8486,TP
China_MotorBike_001369,D10,D10,0.349528,0.5406,TP
China_MotorBike_001392,D00,D00,0.773189,0.8074,TP
China_MotorBike_001395,D00,D00,0.515989,0.8686,TP
China_MotorBike_001395,D10,D10,0.468053,0.8209,TP
China_MotorBike_001395,D00,D00,0.629258,0.8112,TP
China_MotorBike_001395,D10,D10,0.639718,0.7734,TP
China_MotorBike_001395,D40,D40,0.739075,0.7478,TP
China_MotorBike_001395,D10,D10,0.580823,0.7373,TP
China_MotorBike_001395,D40,D40,0.401418,0.5357,TP
China_MotorBike_001395,None,D10,0.328835,,FP
China_MotorBike_001395,None,D40,0.322952,,FP
China_MotorBike_001395,None,D00,0.301405,,FP
China_MotorBike_001410,D20,D20,0.848052,0.914,TP
China_MotorBike_001413,D10,D10,0.710568,0.8574,TP
China_MotorBike_001413,D00,D00,0.675149,0.8568,TP
China_MotorBike_001413,D00,D00,0.615378,0.8195,TP
China_MotorBike_001413,D00,D00,0.533784,0.5613,TP
China_MotorBike_001413,D20,None,,,FN
China_MotorBike_001413,D00,None,,,FN
China_MotorBike_001413,None,D00,0.327918,,FP
China_MotorBike_001413,None,D00,0.311118,,FP
China_MotorBike_001418,D00,D00,0.785818,0.8453,TP
China_MotorBike_001418,D00,D00,0.857101,0.8438,TP
China_MotorBike_001418,D00,D00,0.675858,0.6845,TP
China_MotorBike_001418,None,D00,0.610543,,FP
China_MotorBike_001420,D10,D10,0.44691,0.8033,TP
China_MotorBike_001420,D10,D10,0.675985,0.7685,TP
China_MotorBike_001420,D10,D10,0.295838,0.696,TP
China_MotorBike_001421,D20,None,,,FN
China_MotorBike_001421,D20,None,,,FN
China_MotorBike_001431,D20,D20,0.456291,0.7762,TP
China_MotorBike_001431,D00,None,,,FN
China_MotorBike_001456,D00,D00,0.621896,0.9226,TP
China_MotorBike_001456,D00,D00,0.707701,0.8668,TP
China_MotorBike_001465,D10,D10,0.578396,0.7889,TP
China_MotorBike_001466,D20,D20,0.562718,0.768,TP
China_MotorBike_001466,D20,D20,0.640768,0.7519,TP
China_MotorBike_001466,D00,D00,0.827052,0.7258,TP
China_MotorBike_001471,D00,D00,0.691067,0.8638,TP
China_MotorBike_001476,D20,D20,0.634016,0.9312,TP
China_MotorBike_001476,D00,None,,,FN
China_MotorBike_001476,None,D00,0.40423,,FP
China_MotorBike_001476,None,D20,0.371344,,FP
China_MotorBike_001476,None,D20,0.266589,,FP
China_MotorBike_001487,D00,D00,0.690793,0.8385,TP
China_MotorBike_001488,D20,D20,0.632958,0.8149,TP
China_MotorBike_001488,D20,D20,0.511219,0.7963,TP
China_MotorBike_001488,D00,D00,0.797439,0.7315,TP
China_MotorBike_001488,D20,None,,,FN
China_MotorBike_001495,D10,D10,0.605444,0.8083,TP
China_MotorBike_001508,D40,D40,0.828277,0.9457,TP
China_MotorBike_001512,D00,D00,0.744985,0.9141,TP
China_MotorBike_001512,D00,D00,0.269319,0.6155,TP
China_MotorBike_001512,D00,None,,,FN
China_MotorBike_001512,D00,None,,,FN
China_MotorBike_001512,D00,None,,,FN
China_MotorBike_001539,D10,D10,0.602607,0.8825,TP
China_MotorBike_001539,D00,D00,0.807409,0.6083,TP
China_MotorBike_001539,D00,D00,0.394952,0.5718,TP
China_MotorBike_001539,None,D10,0.340832,,FP
China_MotorBike_001548,D10,D10,0.770135,0.8853,TP
China_MotorBike_001548,D00,D00,0.719481,0.7788,TP
China_MotorBike_001548,D10,D10,0.558203,0.7398,TP
China_MotorBike_001557,D00,D00,0.772172,0.9371,TP
China_MotorBike_001557,D10,D10,0.631319,0.7417,TP
China_MotorBike_001557,D00,D00,0.723475,0.7335,TP
China_MotorBike_001560,D20,D20,0.559725,0.7845,TP
China_MotorBike_001560,D00,D00,0.484648,0.6637,TP
China_MotorBike_001560,D20,None,,,FN
China_MotorBike_001578,D40,D40,0.815254,0.8722,TP
China_MotorBike_001578,D40,D40,0.572862,0.7927,TP
China_MotorBike_001585,D00,D00,0.837545,0.9652,TP
China_MotorBike_001585,D00,D00,0.575561,0.899,TP
China_MotorBike_001585,D00,D00,0.479507,0.7206,TP
China_MotorBike_001585,None,D00,0.428403,,FP
China_MotorBike_001585,None,D00,0.262159,,FP
China_MotorBike_001586,D00,D00,0.798798,0.8224,TP
China_MotorBike_001589,D20,D20,0.40948,0.7079,TP
China_MotorBike_001589,D20,None,,,FN
China_MotorBike_001589,None,D20,0.556907,,FP
China_MotorBike_001592,D00,D00,0.786837,0.9386,TP
China_MotorBike_001592,D00,D00,0.513295,0.783,TP
China_MotorBike_001592,None,D00,0.71765,,FP
China_MotorBike_001597,D00,None,,,FN
China_MotorBike_001597,D00,None,,,FN
China_MotorBike_001597,None,D00,0.510003,,FP
China_MotorBike_001625,D00,D00,0.381195,0.8244,TP
China_MotorBike_001625,D10,D10,0.522075,0.7977,TP
China_MotorBike_001625,None,D00,0.442074,,FP
China_MotorBike_001627,D00,D00,0.762396,0.9434,TP
China_MotorBike_001627,D10,D10,0.313821,0.6248,TP
China_MotorBike_001637,D00,D00,0.694534,0.7968,TP
China_MotorBike_001637,D10,None,,,FN
China_MotorBike_001637,None,D10,0.383604,,FP
China_MotorBike_001641,D00,D00,0.343908,0.8341,TP
China_MotorBike_001641,D00,D00,0.724049,0.8189,TP
China_MotorBike_001641,D20,D20,0.5803,0.7741,TP
China_MotorBike_001641,D40,D40,0.571324,0.7535,TP
China_MotorBike_001641,D00,D00,0.439598,0.6578,TP
China_MotorBike_001641,D00,None,,,FN
China_MotorBike_001641,None,D00,0.557049,,FP
China_MotorBike_001641,None,D00,0.504775,,FP
China_MotorBike_001641,None,D00,0.492777,,FP
China_MotorBike_001643,D00,None,,,FN
China_MotorBike_001643,D00,None,,,FN
China_MotorBike_001649,D00,D00,0.758003,0.8275,TP
China_MotorBike_001649,D00,D00,0.839066,0.8167,TP
China_MotorBike_001649,D00,D00,0.673176,0.6985,TP
China_MotorBike_001649,D00,D00,0.721928,0.6513,TP
China_MotorBike_001649,None,D00,0.38457,,FP
China_MotorBike_001686,D00,D00,0.558583,0.9149,TP
China_MotorBike_001686,None,D00,0.653395,,FP
China_MotorBike_001686,None,D10,0.318575,,FP
China_MotorBike_001692,D10,D10,0.57823,0.8169,TP
China_MotorBike_001692,None,D00,0.422444,,FP
China_MotorBike_001699,D10,D10,0.446401,0.966,TP
China_MotorBike_001699,D10,D10,0.609569,0.919,TP
China_MotorBike_001699,D00,D00,0.6802,0.8624,TP
China_MotorBike_001699,D00,D00,0.494138,0.5451,TP
China_MotorBike_001699,None,D00,0.702256,,FP
China_MotorBike_001703,D00,D00,0.84953,0.9366,TP
China_MotorBike_001703,D00,D00,0.689463,0.9343,TP
China_MotorBike_001703,D00,D00,0.812486,0.7698,TP
China_MotorBike_001703,D00,D00,0.357875,0.7104,TP
China_MotorBike_001703,D00,D00,0.305474,0.5117,TP
China_MotorBike_001712,D00,D00,0.693967,0.9581,TP
China_MotorBike_001725,D20,D20,0.882274,0.8885,TP
China_MotorBike_001726,D40,D40,0.853492,0.8488,TP
China_MotorBike_001734,D00,D00,0.800493,0.88,TP
China_MotorBike_001734,D10,D10,0.725611,0.8002,TP
China_MotorBike_001741,D00,D00,0.749653,0.9253,TP
China_MotorBike_001741,D00,D00,0.804528,0.9183,TP
China_MotorBike_001745,D00,D00,0.748444,0.9443,TP
China_MotorBike_001745,D00,D00,0.595484,0.9041,TP
China_MotorBike_001745,D10,D10,0.661625,0.8735,TP
China_MotorBike_001745,None,D00,0.380775,,FP
China_MotorBike_001745,None,D00,0.267141,,FP
China_MotorBike_001750,D10,D10,0.814211,0.7033,TP
China_MotorBike_001764,D00,D00,0.722835,0.8132,TP
China_MotorBike_001783,D00,D00,0.628911,0.889,TP
China_MotorBike_001783,D00,D00,0.689573,0.7291,TP
China_MotorBike_001787,D00,D00,0.814538,0.9234,TP
China_MotorBike_001787,D00,D00,0.689545,0.7769,TP
China_MotorBike_001787,D00,D00,0.352635,0.6943,TP
China_MotorBike_001802,D10,D10,0.685266,0.8478,TP
China_MotorBike_001806,D00,D00,0.683441,0.8054,TP
China_MotorBike_001820,D00,D00,0.849418,0.8689,TP
China_MotorBike_001820,D00,D00,0.691734,0.8251,TP
China_MotorBike_001820,D00,D00,0.680651,0.7796,TP
China_MotorBike_001820,D00,D00,0.461999,0.7354,TP
China_MotorBike_001822,D00,D00,0.440468,0.767,TP
China_MotorBike_001822,D00,None,,,FN
China_MotorBike_001822,None,D00,0.542214,,FP
China_MotorBike_001846,D00,D00,0.711264,0.8174,TP
China_MotorBike_001846,D10,None,,,FN
China_MotorBike_001846,None,D10,0.332046,,FP
China_MotorBike_001852,D20,D20,0.77211,0.9075,TP
China_MotorBike_001852,D10,D10,0.416947,0.8956,TP
China_MotorBike_001852,D10,None,,,FN
China_MotorBike_001852,None,D10,0.380363,,FP
China_MotorBike_001852,None,D20,0.279528,,FP
China_MotorBike_001855,D00,D00,0.594096,0.9161,TP
China_MotorBike_001875,D00,D00,0.675049,0.8151,TP
China_MotorBike_001882,D20,D20,0.873596,0.9022,TP
China_MotorBike_001882,D00,D00,0.750019,0.7125,TP
China_MotorBike_001882,D00,None,,,FN
China_MotorBike_001899,D00,D00,0.775881,0.6139,TP
China_MotorBike_001899,D00,None,,,FN
China_MotorBike_001919,D10,D10,0.650099,0.9321,TP
China_MotorBike_001919,D00,D00,0.501154,0.8022,TP
China_MotorBike_001919,D10,D10,0.43942,0.643,TP
China_MotorBike_001919,None,D10,0.296633,,FP
China_MotorBike_001930,D00,D00,0.667772,0.8979,TP
China_MotorBike_001930,D00,D00,0.472434,0.7718,TP
China_MotorBike_001950,D20,D20,0.438314,0.9246,TP
China_MotorBike_001950,None,D20,0.397565,,FP
China_MotorBike_001954,D10,D10,0.451668,0.7919,TP
China_MotorBike_001954,D10,D10,0.323528,0.581,TP
China_MotorBike_001954,None,D10,0.31317,,FP
China_MotorBike_001962,D00,D00,0.690987,0.889,TP
